cen_x,cen_y,xmin,ymin,xmax,ymax
917,310,899.7207,295.39792,936.0724,325.1801
863,273,840.9868,260.46497,885.28156,285.87048
1713,694,1672.8395,651.74536,1753.5704,736.7299
1082,576,1027.5615,532.00507,1137.292,621.68994
1472,362,1428.8934,323.48187,1516.3479,401.40662
759,300,739.8621,288.35117,779.63696,311.82925
1235,261,1218.9529,245.01562,1251.2925,277.31616
1807,493,1750.2502,454.31808,1865.6901,532.78143
1454,480,1404.9579,441.40137,1503.851,518.9488
1435,480,1364.8534,440.9187,1506.7821,520.1479
952,275,930.32153,254.37842,974.0106,296.29993
1879,720,1839.9515,679.4661,1918.1792,761.1577
1177,385,1145.9998,355.33987,1208.8612,414.89627
951,275,930.2882,254.3768,973.678,296.36493
1435,231,1408.1443,216.96478,1462.0758,245.7146
1175,895,1077.532,806.85236,1273.9724,983.91974
1446,555,1378.7186,512.33905,1513.6346,598.0132
1223,1008,1187.4042,938.2938,1259.0403,1078.3828
994,646,934.32214,584.3565,1054.4073,708.26855
246,345,202.71883,314.1765,290.32706,376.01535
1465,501,1409.6573,459.1669,1520.4641,543.59894
1083,711,997.9002,605.0258,1169.1926,818.04956
906,386,878.1702,365.30035,935.0629,407.1854
358,278,323.2738,255.93594,394.70523,300.18472
980,277,964.40027,266.7534,996.20715,287.9607
1138,727,1040.378,613.5655,1236.0219,841.90784
1533,615,1462.5035,562.3772,1603.9728,669.3844
902,400,866.62616,350.02792,938.6993,450.72202
980,273,965.4174,260.64758,996.00696,285.8419
902,428,867.3032,405.6155,936.7591,451.1306
901,400,867.0497,349.52325,936.949,450.71262
902,400,866.58124,351.05396,938.2693,450.30826
1157,293,1139.767,281.53842,1174.3708,306.40442
980,273,965.4174,260.64758,996.00696,285.8419
1160,298,1139.5555,272.90637,1181.3427,324.11658
1164,281,1143.0737,260.6492,1186.0702,301.68982
1161,294,1140.7355,267.06915,1182.5337,322.02393
1014,261,1001.75323,253.63351,1026.908,268.69345
1637,545,1486.8646,435.41965,1787.1857,655.9427
947,498,891.7883,424.31778,1002.6882,573.14886
970,338,948.8815,321.23645,991.3983,355.9834
1366,326,1324.6534,289.09024,1407.9413,364.67508
1168,288,1149.9335,275.46722,1186.7966,301.71927
1366,326,1324.8778,289.12335,1407.3916,364.17822
1156,303,1132.5725,283.9584,1181.0103,323.01114
973,282,960.0321,273.56714,987.6921,292.29922
1121,283,1102.858,273.41327,1140.9955,293.7622
1218,261,1208.4474,252.32321,1229.4244,270.6322
1163,300,1132.6494,276.28387,1195.0148,323.77588
1834,502,1774.0226,466.655,1895.4274,539.2786
978,601,927.25,556.3947,1030.6942,647.52765
570,432,497.2146,348.21362,643.40753,515.8096
1441,468,1382.277,416.38986,1500.1539,521.5813
1228,345,1189.3318,305.6417,1268.4843,384.9044
1441,469,1382.4866,416.57632,1500.1165,521.7185
1231,346,1193.9471,308.30365,1268.574,385.36014
570,432,497.4702,349.24252,644.01794,515.6933
1270,235,1253.2649,227.39954,1287.9667,244.46889
1804,650,1688.9359,535.426,1920.106,765.067
281,788,199.37468,717.5897,364.08554,859.8314
1463,565,1391.3945,512.357,1535.2795,618.6465
1209,983,1103.4902,889.297,1316.3333,1077.7812
701,334,679.0309,316.94897,724.81726,351.19446
1407,360,1378.1989,342.89886,1435.9884,377.11868
1659,560,1548.4414,474.45508,1770.6362,646.78064
229,345,185.24205,314.42282,273.26413,376.3378
1269,396,1243.0071,373.52686,1295.1238,419.21194
1501,589,1467.6039,553.03143,1535.5907,626.3842
991,276,974.53107,263.12842,1009.39435,290.6647
994,280,979.1295,268.09192,1009.9198,292.7378
1160,586,1106.4583,544.7474,1215.2839,628.9079
913,348,889.1153,328.4004,937.00024,367.89478
1474,375,1436.2032,353.69232,1512.2614,396.73203
939,421,906.7084,382.71494,972.9233,460.17285
985,294,969.37476,282.90985,1002.42914,306.8959
1016,278,1003.39856,266.73755,1030.5487,291.07736
956,572,938.4608,534.63556,973.89935,609.8576
956,572,938.73737,535.09326,973.8953,610.1034
939,422,906.7559,382.61426,973.2281,461.6419
1773,480,1715.8441,447.99435,1830.9725,513.89575
1243,377,1211.9846,351.13522,1274.8777,404.16983
1325,479,1277.9386,444.17987,1373.0732,514.06415
1344,432,1307.4302,402.121,1380.6129,462.28223
644,196,617.5945,181.96465,670.9786,211.78223
1163,294,1144.6531,281.6376,1182.7899,306.7635
1232,367,1207.9716,344.93164,1256.4835,390.571
90,487,26.217093,442.4556,154.22441,531.9799
1854,505,1792.5033,469.7041,1917.0554,541.6366
139,370,82.85472,323.5657,196.22775,417.66916
1290,446,1225.2434,407.63922,1355.261,484.90198
1786,337,1738.0574,303.85187,1834.1637,370.64142
1426,445,1342.2438,388.89307,1510.2095,502.25873
1166,374,1138.1707,348.714,1195.736,399.84494
1265,398,1215.019,356.57523,1316.3918,440.78882
1118,325,1101.8586,307.8735,1135.9534,343.59653
1660,430,1612.3993,382.96017,1708.5951,477.97678
1215,354,1190.6298,334.0622,1241.0057,375.00296
1438,368,1404.3387,349.5589,1473.3829,387.6252
1189,277,1170.5387,264.13788,1208.0012,291.3443
1582,420,1457.1024,361.10452,1707.9908,480.50018
1786,337,1738.091,303.9991,1834.4126,370.88693
1426,446,1343.3806,389.7671,1509.7822,503.25354
1304,317,1286.4707,302.13632,1323.0505,332.34366
710,190,689.0652,181.48492,732.62317,199.21973
1254,283,1236.0774,264.51425,1273.1267,302.20865
1214,407,1180.3904,382.45966,1248.3608,432.34552
1404,348,1375.1273,328.88516,1433.2013,368.3664
1616,537,1524.0106,448.24368,1709.5026,625.8892
1153,364,1128.4048,348.27277,1179.3862,380.6834
1489,253,1471.224,241.42085,1507.0557,265.9814
1221,334,1181.482,298.93036,1261.3167,369.4162
1006,256,989.4478,241.5316,1024.3693,271.04828
1110,286,1095.3307,273.7999,1124.8933,299.86545
1215,267,1202.1293,256.98248,1229.2427,277.9806
1261,439,1221.2333,410.97794,1301.5316,467.7001
1712,454,1662.9202,426.00705,1761.9094,483.90848
996,643,932.85626,569.82983,1059.7822,716.44904
1117,330,1097.1074,314.29477,1138.0306,346.14972
958,278,940.85535,263.95016,976.867,293.88998
784,292,763.29456,279.7572,804.75946,305.6293
512,232,487.52438,209.08849,538.1415,256.3951
1450,373,1426.5347,357.33517,1475.1654,389.77585
1260,260,1246.2656,248.81398,1275.6919,272.84335
1198,268,1177.8458,252.2776,1219.9177,283.76157
1402,469,1385.1434,456.6269,1419.8867,483.11948
996,643,932.6772,569.54474,1059.5497,716.51636
1278,294,1258.9355,276.33682,1298.2354,312.53607
1290,260,1269.2134,244.60634,1312.3119,276.48248
1416,349,1399.2313,336.5189,1433.1241,363.0045
917,268,905.4736,260.02615,929.92706,276.03232
1297,261,1281.8113,246.49747,1312.4948,276.05655
1108,282,1093.8151,274.82013,1123.9641,291.0403
1450,368,1423.8446,351.17032,1477.7903,385.57037
1052,269,1038.9242,259.38287,1066.2899,280.36664
1146,281,1133.7998,270.6552,1159.9326,291.44232
1402,462,1385.269,444.15573,1419.3984,481.132
1017,266,1003.9757,255.39662,1031.452,277.1366
446,625,388.62485,577.1379,503.7913,672.9953
1564,645,1482.1973,583.0143,1646.0724,708.3124
1339,433,1300.5925,407.57803,1378.1023,459.00107
1310,469,1266.3704,436.29562,1353.8633,502.27402
1619,418,1577.4641,389.73523,1661.6293,447.76038
1422,359,1390.4563,343.02243,1454.9066,376.42957
1130,345,1106.766,329.98495,1154.8939,360.2271
1254,380,1225.6544,355.3031,1283.7079,406.31046
928,477,893.23004,443.81653,963.9366,511.90155
968,357,946.8703,337.94333,990.4285,377.16513
1413,228,1392.0808,214.69289,1434.7869,242.34578
1324,319,1302.7646,302.42557,1345.9117,336.31964
1603,533,1516.2229,455.07593,1690.202,612.3582
1523,240,1486.621,212.43095,1559.3888,267.91122
1234,264,1221.4937,253.0221,1247.5096,275.25644
1904,531,1885.616,499.7882,1923.4233,563.3832
1266,288,1251.1647,275.94754,1281.3793,301.428
1108,316,1090.7609,301.9992,1126.8345,330.5383
1294,309,1280.3138,295.08435,1307.7397,323.51816
1164,300,1146.0616,286.50778,1183.3912,315.0811
1164,295,1143.7377,281.48843,1184.5131,309.79294
1111,289,1095.413,277.41916,1128.2307,301.00958
1191,271,1168.9808,256.96588,1213.0276,285.12625
1648,565,1605.0118,518.6487,1691.1301,613.1029
1325,439,1286.3816,412.2167,1364.0022,466.07645
1523,240,1486.7382,211.83456,1560.4111,269.10086
1522,240,1486.4385,211.96837,1559.426,268.6462
1045,758,973.4799,695.5639,1117.5232,820.9993
1635,690,1549.9548,630.2394,1720.3706,750.94965
1282,462,1241.797,433.40775,1323.0154,491.7324
1474,479,1405.2726,423.62167,1543.9847,534.42255
1568,405,1532.9062,382.98184,1604.9856,427.80487
1272,394,1241.2839,370.46185,1303.134,419.09152
1819,357,1778.4858,331.27414,1860.8206,382.7482
1174,327,1155.864,313.9748,1193.1493,341.29257
1445,367,1417.9928,349.75098,1472.0818,384.25928
241,838,76.11621,660.97546,407.8537,1016.5529
608,383,549.7502,320.07376,667.83813,447.67883
1750,642,1671.136,576.9399,1830.0431,708.5183
979,304,964.35614,292.07657,995.6413,316.75003
1882,527,1844.9143,492.45236,1919.8704,563.4543
1625,284,1590.7151,262.47565,1660.6332,307.3611
608,384,549.48926,320.078,667.69147,447.95963
343,692,248.92934,598.37494,438.23114,787.09656
911,291,885.39417,260.71014,938.17755,322.9038
1120,284,1104.595,274.36688,1135.8334,294.73523
901,373,870.3662,339.19894,932.81604,406.92493
1750,642,1670.8759,576.4843,1830.5447,708.2514
1271,291,1255.8784,278.71185,1287.6418,303.98083
241,838,76.16229,660.61285,407.5327,1016.5104
911,291,885.39417,260.71014,938.17755,322.9038
901,373,870.6932,339.90424,932.91736,406.6482
1174,266,1160.1475,258.22882,1188.4027,275.19592
1147,284,1132.9601,274.1147,1162.5594,293.91006
1357,212,1341.1245,202.05594,1373.0918,223.50287
901,373,869.9909,339.52472,932.9787,406.77725
1394,222,1376.7378,209.22443,1412.7224,235.72072
1274,242,1260.8531,230.742,1289.1134,253.89787
1022,264,1009.4947,254.16702,1036.0773,275.3805
343,687,248.52272,590.938,437.7951,785.01685
1381,511,1329.6241,475.0059,1433.894,547.0095
1024,435,993.17126,410.24063,1055.0464,461.47278
1192,403,1160.7195,378.7593,1225.0623,428.59448
1375,195,1344.3008,165.71483,1405.8131,224.36124
1768,352,1728.6779,326.51068,1808.6038,379.09375
1319,400,1266.6411,352.55905,1372.6458,447.73917
885,390,859.7097,362.66223,910.58154,417.6489
1100,303,1084.2789,292.13025,1116.6506,315.09338
1154,305,1138.188,293.3872,1171.6074,318.4462
1153,678,1129.2494,632.63385,1177.9352,724.55945
1273,290,1256.1956,274.69873,1290.3578,307.25827
892,335,874.1469,320.36337,910.8633,350.083
1210,334,1174.3157,296.4003,1246.5468,371.71414
1021,267,1008.1935,258.0426,1034.2734,277.0144
1210,334,1174.4443,297.26984,1247.3337,371.17767
1153,679,1129.2291,634.84265,1177.6061,724.3882
1319,399,1266.2876,352.04517,1372.5413,447.69412
885,390,859.8403,362.96793,910.27954,417.27927
1104,300,1088.6879,288.80905,1119.3716,312.74478
1121,285,1103.5253,274.6447,1138.5487,296.8516
1319,399,1266.0005,352.515,1373.1696,447.10175
1147,284,1129.3148,275.06015,1165.4015,293.78174
1125,281,1112.0521,270.95676,1138.1755,291.64813
1190,270,1178.8069,255.90314,1202.2775,284.31122
1341,845,1243.0514,771.1614,1440.8976,920.5375
1058,809,984.9287,742.3144,1131.9362,875.86646
908,439,877.01495,414.1174,940.77747,465.82483
479,563,423.53442,516.9603,534.88654,610.7521
934,540,892.5056,501.98004,976.773,578.43726
1615,419,1576.0615,394.6598,1654.5226,445.25787
888,354,864.8379,337.76312,911.8556,371.85132
703,335,682.04175,317.61618,724.6765,352.4546
470,233,442.65298,216.55923,497.47266,250.76448
754,307,736.3723,294.80157,773.20044,320.28854
984,391,959.85986,369.7084,1009.5357,413.79248
1647,580,1619.7717,541.6732,1674.441,619.312
1306,308,1281.1267,284.186,1331.5447,332.5474
1160,313,1144.0599,301.0386,1177.2424,325.35745
576,457,536.49615,413.5111,616.1737,500.83167
1292,456,1246.109,413.86792,1339.3158,499.98544
549,214,529.51935,201.6876,569.93994,226.61078
1895,866,1869.3304,803.7042,1920.9178,929.0568
945,275,926.0163,254.38403,964.1878,297.43616
576,457,536.42645,413.5627,616.30066,500.5246
1293,456,1246.6217,413.72385,1340.0419,500.24295
1911,396,1897.5879,373.4798,1924.4271,419.54813
801,286,784.40515,272.66754,819.29266,301.17822
980,268,962.26196,250.00249,998.7936,287.8711
980,344,960.15186,327.90628,1001.1527,360.93216
1904,542,1887.6033,512.9559,1921.4836,571.82306
801,286,784.40515,272.66754,819.29266,301.17822
1293,456,1246.6217,413.72385,1340.0419,500.24295
1351,208,1330.2024,196.94733,1372.5878,219.6875
905,319,891.4304,304.62006,918.601,333.40668
1266,286,1254.1305,272.3505,1278.807,300.52496
1306,308,1280.7766,284.65604,1332.0052,333.03113
1295,272,1280.8127,254.03596,1310.8574,290.4341
1369,506,1320.6936,471.95395,1419.2611,540.6856
1549,548,1494.819,509.1841,1603.2349,587.7407
1273,453,1234.7246,420.9961,1312.4103,485.3748
1205,636,1142.9445,588.66205,1267.4412,684.5459
1782,470,1730.7151,434.74738,1833.8798,507.00784
888,360,867.2228,338.76788,908.90137,381.7637
1289,399,1256.273,375.24515,1322.1025,424.71017
970,354,950.83997,336.08575,990.5752,373.58353
1160,311,1143.8906,295.67392,1177.8247,327.8426
965,278,950.4056,263.26422,981.5323,293.78732
1329,327,1308.611,312.4272,1350.7308,342.0951
984,571,931.9404,514.8679,1037.9902,628.46405
1425,357,1399.6815,336.53735,1452.2213,377.70627
916,314,899.89856,299.55908,932.41754,328.71555
1267,287,1252.5531,272.97626,1282.17,301.4744
984,571,931.5106,514.87067,1038.2902,628.4399
1495,241,1470.4811,226.84299,1521.1377,255.90651
1901,395,1882.0132,369.78156,1920.7458,421.5406
1214,259,1203.6752,249.15504,1225.0287,269.31204
902,444,889.2272,419.11575,915.1955,469.2501
984,571,931.7335,515.1734,1038.0491,628.50964
1378,215,1360.6042,204.7577,1397.0616,226.01756
965,278,950.4056,263.26422,981.5323,293.78732
1303,199,1283.6167,186.93369,1322.6351,213.0524
1425,357,1399.6815,336.53735,1452.2213,377.70627
902,444,889.2272,419.11575,915.1955,469.2501
1520,490,1401.6747,391.46725,1638.5532,588.58813
641,384,614.025,362.073,669.46924,406.45453
501,551,453.22995,511.48172,549.78436,592.5182
1217,420,1184.3221,394.77676,1251.3182,446.2278
984,379,961.08734,359.59546,1008.2885,399.69995
682,331,660.92786,315.7572,703.7214,348.2185
912,446,861.5339,388.58676,962.9694,505.1723
1535,259,1509.3242,242.61424,1560.7947,277.28604
1461,375,1431.1826,353.10724,1492.7885,398.3487
1113,323,1097.4971,304.83856,1129.6089,341.6595
813,289,796.2717,277.65585,831.63153,301.87442
381,274,348.92715,249.74532,414.33466,300.1167
884,264,863.51886,245.64177,906.01526,283.26385
1425,227,1405.2341,215.64264,1446.0797,240.21452
1064,532,1018.8008,492.8946,1109.2874,571.29785
1680,303,1643.0231,276.21265,1717.6196,330.48865
1167,276,1149.4944,254.68193,1186.4097,299.2376
1064,532,1019.09796,492.87183,1109.0253,571.47876
1246,261,1231.0648,251.77412,1262.6548,272.08188
1208,268,1196.2015,255.8603,1220.8923,280.5854
1195,266,1182.0114,250.83482,1209.8785,282.3825
1680,303,1642.7057,276.2029,1717.5549,330.91568
579,201,554.9581,182.70462,604.4687,219.98854
381,275,349.92172,250.20872,413.9158,300.25153
572,203,552.91626,184.117,591.1598,222.38217
884,264,863.51886,245.64177,906.01526,283.26385
1168,275,1150.209,252.82259,1186.1487,298.29034
1461,375,1431.1826,353.10724,1492.7885,398.3487
578,202,554.51324,183.386,602.8011,221.49437
1341,212,1325.2007,202.41727,1357.189,221.86934
579,201,554.9581,182.70462,604.4687,219.98854
1127,274,1117.017,262.21878,1136.9965,287.35187
1213,942,1114.702,856.89087,1312.5355,1027.2487
202,1017,95.98445,957.8571,309.35306,1077.7554
1022,433,988.2232,404.06528,1056.0431,462.68695
1784,482,1732.275,450.40076,1835.7762,513.8735
954,562,908.6653,523.0772,1001.31256,601.4283
892,387,868.2476,364.75696,916.3529,410.62048
1621,421,1581.9242,394.0049,1661.654,448.20248
1484,383,1451.3314,360.61182,1517.7046,406.17685
40,473,-0.18504018,414.75772,80.394684,531.42834
462,235,426.9319,191.66177,498.3347,278.95605
929,299,913.7308,282.3763,945.1736,316.58652
1106,319,1090.8442,305.93793,1122.7155,333.47852
986,307,969.0131,292.62674,1003.6653,322.3565
953,274,929.20844,252.9535,977.56256,296.5576
1010,262,989.76196,245.16786,1030.9758,279.18735
1264,294,1245.8386,276.75702,1283.8607,311.55887
1161,283,1140.7076,258.1088,1181.3519,309.34903
1161,283,1140.5701,257.5518,1181.5983,309.624
1010,261,989.4692,245.28767,1031.5803,278.39062
930,298,915.2071,281.56744,945.06757,315.9778
952,275,929.4495,253.39116,975.8101,297.08322
40,473,0.29291692,415.09396,80.44699,532.0305
1220,267,1204.2821,251.87965,1237.4875,282.91827
1264,286,1245.4603,269.71884,1283.8494,303.65045
986,306,969.3571,292.7766,1003.325,320.8639
463,255,430.9712,230.14294,495.20877,280.87354
1343,424,1305.2816,393.5759,1382.0496,455.2727
1563,400,1526.2673,376.676,1599.8434,424.2899
1285,728,1210.2832,671.8299,1361.4559,784.92914
1755,469,1710.4213,440.23935,1800.3066,499.1841
1446,368,1416.8182,351.56894,1476.3284,386.11798
1113,341,1095.2361,326.16235,1131.5822,357.36597
988,394,963.4446,372.38428,1013.81287,415.6616
1449,910,1346.8794,838.0949,1552.2883,982.74664
1359,341,1337.2207,326.34845,1382.3279,356.72052
1164,976,1044.8113,875.3136,1284.3811,1077.8031
1220,359,1193.5603,334.39978,1247.5645,385.45697
985,302,970.41876,288.76474,1000.53125,315.45322
1101,311,1082.9755,297.18082,1120.6798,325.08627
963,276,943.4738,257.76492,984.18884,294.79138
1174,323,1158.086,309.80203,1190.9303,338.11215
1156,293,1141.6295,281.52344,1171.3551,305.7667
1266,287,1253.0645,273.61084,1279.5206,300.77457
964,276,943.51575,257.9966,984.94775,295.06503
1449,910,1347.1119,838.1451,1551.7649,982.14856
1213,270,1192.3729,259.03552,1234.8567,281.96304
1123,283,1110.7462,272.615,1136.3794,294.02942
1168,317,1152.906,300.2001,1183.7747,334.56024
1151,292,1134.0854,279.8334,1168.9694,304.26538
1164,976,1044.5758,875.8111,1284.1125,1077.107
1290,312,1276.8298,300.28952,1304.7029,324.8444
999,267,985.74744,252.11768,1013.52704,281.9503
1176,320,1156.7786,303.16,1196.2018,338.31125
1220,359,1193.5603,334.39978,1247.5645,385.45697
1338,208,1325.2136,198.75185,1352.5023,218.17618
1295,316,1278.6345,306.28064,1313.0986,327.0418
1820,652,1720.8763,517.2596,1919.3378,787.53467
1388,533,1338.0043,496.01193,1438.3947,570.11334
963,508,924.10583,476.27505,1003.3197,541.18286
1007,410,979.1975,387.16125,1035.4945,432.86658
890,393,865.14954,370.86057,915.29333,415.29822
1861,506,1811.5415,473.9313,1911.1179,539.9255
1233,373,1205.2378,351.1905,1261.805,396.17566
1135,359,1112.4695,342.08917,1157.7653,376.12332
976,354,955.9254,335.6022,997.38715,374.04123
519,503,473.9509,453.29507,565.91974,553.63745
1480,490,1424.6884,444.7121,1536.847,535.73706
1185,337,1166.3151,317.47208,1205.4176,356.59042
1382,345,1354.4958,321.5331,1410.0367,369.2322
1105,319,1088.1472,302.85318,1122.0884,336.30548
1686,440,1635.1377,406.13116,1738.0812,474.66318
917,314,900.02045,299.93884,934.81915,329.899
961,283,945.8702,271.16953,976.4222,295.62354
1107,291,1092.3428,279.20462,1121.8201,303.85992
1686,440,1635.4658,406.32648,1738.0042,474.772
1061,264,1048.4697,255.43541,1074.9005,274.39462
1158,297,1145.6754,284.6289,1172.28,310.267
1343,334,1328.9297,318.84665,1358.5343,350.97556
961,283,945.8702,271.16953,976.4222,295.62354
520,503,474.09674,453.27435,566.0813,553.506
991,272,978.193,260.46194,1004.8575,284.22696
1281,308,1266.0249,291.29138,1296.6213,325.2646
991,272,978.193,260.46194,1004.8575,284.22696
1382,345,1354.4958,321.5331,1410.0367,369.2322
1481,490,1424.8333,444.82477,1537.3201,536.0171
991,275,978.8818,265.102,1004.1283,286.65353
1686,440,1635.4028,405.98837,1738.0153,475.02487
917,314,900.02045,299.93884,934.81915,329.899
157,381,109.12749,348.23935,205.23601,415.3021
577,480,538.7708,447.71024,615.44556,513.4409
1372,519,1321.3995,477.0883,1423.0917,561.84845
1658,706,1575.8137,643.61194,1740.8984,768.4617
1027,450,992.7862,423.95667,1061.4944,477.89774
1423,466,1379.7284,433.85983,1466.6328,499.31927
950,512,911.93243,478.98944,988.97473,546.4655
1218,413,1185.0522,386.73212,1251.5667,441.0373
1190,655,1122.532,606.1039,1257.971,704.6264
1280,398,1247.7867,371.7323,1312.4464,426.0044
1453,361,1419.234,336.6303,1488.5648,387.05725
1863,516,1807.4818,442.69955,1919.0498,589.68243
891,362,870.2371,336.8551,913.4131,388.28705
929,303,914.2871,289.2398,944.42126,318.3129
997,293,982.01166,280.2189,1012.3146,306.7491
1185,348,1166.4784,333.18106,1204.4626,362.9905
1389,349,1367.8662,334.81796,1411.6598,364.0191
1597,413,1559.2859,386.68945,1635.7168,439.84183
891,362,870.2371,336.8551,913.4131,388.28705
1124,348,1104.8203,332.17004,1143.9783,365.70322
954,284,941.7518,273.2684,966.91046,295.32816
1190,655,1122.3278,605.7554,1258.1588,704.56573
1089,312,1069.7965,296.87173,1109.6376,327.82977
929,303,914.2871,289.2398,944.42126,318.3129
1266,290,1251.1342,277.26718,1282.4458,304.4192
1218,414,1184.9672,386.92032,1251.086,441.32758
992,385,967.3317,364.6713,1018.38074,405.99747
637,390,611.569,368.95932,664.1345,412.54477
1556,1025,1432.1927,972.8311,1680.6918,1077.6868
1404,352,1378.747,336.0125,1429.7828,368.5743
486,590,435.98322,545.0379,536.6629,635.0313
1490,381,1459.3931,363.02533,1522.4545,400.2983
1323,409,1283.3893,374.0295,1363.3495,444.41296
1377,524,1325.787,480.91974,1428.4095,567.58276
701,330,678.6882,309.69754,724.643,351.9546
968,336,951.44,320.8193,985.3397,352.69864
1210,262,1197.6742,254.59984,1222.9288,270.86517
841,282,826.72015,269.99374,857.25977,294.13846
1266,283,1248.3829,270.40457,1283.7224,297.45264
1376,523,1325.7529,480.82086,1428.1471,567.1622
1328,210,1310.9604,201.73132,1346.8079,219.49413
1427,236,1411.5272,223.21423,1443.4434,249.25758
1001,291,985.6742,280.71497,1016.48834,302.9105
1318,209,1299.4817,201.0593,1336.5898,217.14668
1424,233,1405.8569,220.25133,1443.7341,246.47328
1904,541,1887.8757,511.99902,1921.4323,571.1765
701,330,678.6882,309.69754,724.643,351.9546
1323,408,1283.5565,373.9444,1363.7112,443.88754
970,307,954.408,294.54056,986.39233,320.51385
1402,218,1390.2786,208.64673,1415.3934,228.26532
486,589,435.4908,544.53986,536.8623,634.97955
1001,291,985.6742,280.71497,1016.48834,302.9105
968,336,951.44,320.8193,985.3397,352.69864
1726,635,1658.3531,590.34503,1794.2897,680.37396
1012,709,949.71075,652.7852,1075.3263,767.1965
1088,533,1042.6825,498.61145,1133.8086,568.13635
1313,467,1269.0526,434.993,1357.6395,500.13525
1792,486,1740.762,456.0734,1844.6378,517.75366
895,378,873.1725,357.9635,918.24927,399.49854
1492,383,1460.4299,363.29858,1524.2239,402.74533
1685,448,1642.0334,423.91223,1729.4082,472.34283
981,309,964.943,295.5494,997.7168,323.33405
1879,523,1838.8289,485.32825,1920.3466,561.75507
1547,401,1516.5903,380.8358,1577.676,421.873
896,331,879.2033,318.83844,913.24994,344.18002
1437,365,1415.0646,346.95502,1460.2694,383.9171
1610,419,1575.6512,399.76627,1644.9333,439.43396
921,307,905.7395,292.2224,936.4607,323.70947
1122,344,1105.9148,328.0427,1139.2888,360.0235
1373,345,1357.1353,332.3913,1389.0692,358.76807
955,283,939.62366,274.32056,971.73846,292.71048
1301,326,1286.0127,310.89517,1317.4803,341.47385
1127,346,1107.7029,330.54886,1146.9606,362.28958
1150,304,1134.6176,291.46194,1167.3641,318.1306
1094,312,1078.9198,295.2476,1109.8495,329.7045
1232,409,1218.5398,385.90988,1246.7373,433.31857
921,307,905.7395,292.2224,936.4607,323.70947
1089,316,1070.2928,299.1567,1109.2566,334.18857
1313,467,1268.8588,435.1324,1357.6653,500.3759
1631,583,1567.2043,538.3114,1696.498,628.73645
1675,445,1632.36,418.45612,1718.6809,472.78497
1536,392,1502.4706,371.0439,1569.8202,414.3806
893,410,866.5959,386.482,920.70435,434.78177
1242,435,1204.2389,403.4201,1280.5219,468.23077
994,377,970.15436,354.76508,1018.5586,399.92603
934,532,891.7278,497.08606,976.3265,568.51184
1084,509,1041.3069,474.85556,1126.9875,543.58325
1292,405,1257.8645,375.44083,1328.0625,436.4021
1457,370,1430.419,352.34476,1485.2148,387.98956
903,328,884.49304,311.7514,921.88257,345.65128
931,300,915.65173,287.905,947.9687,313.9565
377,283,350.5639,261.48737,405.0502,305.1013
1259,906,1229.0286,858.6614,1290.7517,954.18854
979,332,960.9507,316.58926,997.47235,348.9868
1109,316,1091.1494,297.67218,1127.0424,334.38763
961,283,945.67303,272.06616,977.78656,294.6222
1005,286,991.6118,273.7431,1019.32275,298.33487
1161,296,1147.425,283.81842,1175.6584,308.3561
934,532,891.5439,497.2835,976.5482,567.9219
1306,321,1290.2312,308.41608,1322.1708,334.07504
1084,509,1041.1859,474.8865,1126.8972,543.707
931,300,915.65173,287.905,947.9687,313.9565
1242,436,1204.4514,404.49487,1280.5052,467.83102
1229,262,1218.2002,253.48845,1241.5455,271.1196
1005,286,991.6118,273.7431,1019.32275,298.33487
961,283,945.67303,272.06616,977.78656,294.6222
979,332,960.9507,316.58926,997.47235,348.9868
205,1000,101.205666,924.3846,310.5341,1076.9241
1026,690,964.4802,640.03345,1087.8398,741.6023
170,453,118.98672,415.03098,221.53676,491.63004
1212,417,1181.0007,390.9631,1244.9761,444.7519
561,465,524.3118,429.85886,598.71747,501.73874
443,623,381.2142,558.7627,505.93802,688.48737
1180,338,1161.6141,322.12924,1198.9026,354.73596
1141,312,1128.8328,299.4211,1154.7494,325.6917
714,322,690.5707,303.956,737.66644,340.9659
1497,497,1442.3628,453.23935,1553.2518,542.5302
1116,293,1102.8995,281.58426,1130.2483,305.33212
956,323,939.10333,309.2948,974.2243,336.73563
1597,417,1555.9244,392.01144,1639.3533,442.55557
836,285,818.46204,273.477,853.8093,298.40186
992,296,977.6627,284.5563,1007.4488,307.44626
1414,227,1394.4545,214.52716,1433.8599,239.81847
1185,276,1169.5948,267.08023,1202.2498,284.9596
1189,277,1177.3053,266.60135,1202.2617,287.97903
524,211,481.85,178.49278,567.96643,243.56032
788,297,768.67224,284.71002,807.6115,309.58865
883,272,864.77216,257.72928,901.9656,286.28952
1497,498,1442.3481,453.8048,1553.4136,543.39264
883,272,864.77216,257.72928,901.9656,286.28952
836,285,818.46204,273.477,853.8093,298.40186
1879,541,1838.3502,510.4353,1920.6102,572.2952
1278,257,1264.3788,248.15605,1293.0789,266.15198
1252,264,1237.4753,256.06415,1268.0326,273.43814
1246,267,1227.5736,257.7256,1265.4148,276.76178
1329,333,1316.1316,321.24106,1343.6627,346.46194
1334,214,1316.8992,205.26474,1352.8744,224.6619
714,322,691.182,304.19125,737.75085,340.8785
524,211,481.4356,178.89502,567.9162,243.963
1598,417,1555.5938,391.97617,1641.6967,443.43262
1306,212,1294.2487,203.40848,1318.7074,221.63289
