cen_x,cen_y,xmin,ymin,xmax,ymax
620,212,604.26117,199.12437,637.62616,225.422
1017,289,1001.19714,278.6273,1033.8024,300.03165
893,346,875.098,323.76022,912.61694,368.29202
886,459,867.02936,429.46426,905.79645,489.2935
971,350,950.46796,333.44904,992.4744,367.70767
1291,263,1274.7971,254.15105,1307.2941,272.63705
990,268,971.2793,257.6651,1009.6317,278.44995
949,294,935.16595,284.376,963.2829,305.3331
990,268,971.2793,257.6651,1009.6317,278.44995
753,313,734.4523,298.50687,772.4928,328.9868
886,459,867.3595,429.5844,905.59656,489.2686
1281,320,1271.1366,306.8657,1291.673,333.18622
949,576,903.1123,534.1592,995.58154,619.5314
1093,553,1045.467,519.4311,1141.5474,587.547
209,354,165.76875,324.47626,252.92494,384.2009
1713,439,1649.1788,381.0943,1777.3145,497.8898
892,483,858.8138,454.08517,927.0214,513.52325
1015,703,945.0882,634.87506,1085.3257,772.0415
1301,773,1221.7555,713.24414,1382.2032,833.9128
1824,504,1765.8561,471.07404,1884.0009,538.6561
986,433,957.43866,408.0034,1015.7563,459.5532
1365,453,1327.8008,424.76324,1402.9247,482.88907
1894,541,1868.1981,507.4897,1920.0916,574.5389
1322,498,1271.4808,451.85114,1373.6343,544.40125
1094,971,995.7388,871.7683,1192.3387,1071.5331
727,323,705.2815,310.2535,750.2111,337.57132
1322,498,1271.068,452.05807,1373.2179,544.19415
1112,348,1093.3512,332.89883,1130.8613,363.8217
1424,378,1396.3109,357.97797,1452.3934,398.65244
1094,971,995.9427,872.02686,1192.6096,1071.432
1533,397,1503.8779,370.82483,1562.3936,424.29715
898,442,870.06195,414.05374,927.72003,470.78503
877,283,860.1427,273.6452,894.2997,293.40323
887,396,862.1873,373.25748,912.22217,419.18146
1016,288,1002.4068,275.00494,1031.0918,301.02475
1533,397,1503.7026,370.74274,1562.6302,424.5204
1015,703,945.2474,635.0421,1084.8995,772.22345
1301,773,1221.109,713.442,1382.6761,833.6309
1620,428,1585.4008,397.40393,1655.4539,460.02313
895,431,864.8361,413.58932,925.4205,450.1274
944,289,930.45264,279.80975,957.6157,299.79285
986,286,970.30255,274.12515,1002.6392,298.56866
1188,282,1175.4397,268.14786,1201.05,296.7369
1410,474,1363.89,437.40567,1456.2808,511.02725
1687,479,1640.2272,445.99896,1734.745,512.24896
1507,395,1478.179,375.0349,1537.7667,415.64603
1729,469,1690.8513,440.9844,1768.5542,498.56418
903,434,877.6089,410.1335,930.1371,459.46124
1890,537,1861.0355,501.65924,1919.4332,573.79175
988,403,961.1346,378.3167,1015.02094,428.07202
1375,829,1272.9292,730.5016,1478.5887,927.9805
888,374,865.77216,356.24667,910.6856,393.48865
1374,356,1356.3828,342.24896,1392.6952,371.34912
936,349,915.1224,333.4941,958.0839,365.89926
996,633,940.5538,577.08026,1052.4537,690.84924
890,364,869.5294,352.45026,912.09546,377.28433
1154,322,1139.1953,309.2559,1170.3075,335.39423
996,633,940.621,577.0658,1052.5619,690.86066
887,279,870.0229,268.9254,904.4909,289.63123
1297,325,1281.8763,314.7857,1313.264,337.17944
928,305,912.8367,289.79327,943.47107,321.3068
1457,245,1436.8298,233.3498,1477.9436,257.59268
900,321,883.4282,307.25793,916.8679,335.54123
896,438,863.0758,413.7197,929.7001,462.48196
1087,316,1064.7843,303.6987,1110.2445,328.78482
928,305,912.8367,289.79327,943.47107,321.3068
869,451,857.2776,428.3253,880.9049,475.29712
898,328,880.32367,307.58307,917.5692,348.4328
1124,333,1105.2391,317.298,1143.9373,350.28827
1199,278,1183.0989,265.75122,1215.7953,290.32806
1376,828,1273.9738,730.96246,1478.1882,926.7061
1306,218,1290.7927,209.33833,1321.4415,227.34578
1242,266,1226.502,257.7588,1257.5173,274.79138
938,305,918.26117,289.8163,958.34705,320.4926
1082,314,1060.0294,301.32513,1104.2451,327.74033
928,305,912.8367,289.79327,943.47107,321.3068
898,328,880.32367,307.58307,917.5692,348.4328
900,321,883.4282,307.25793,916.8679,335.54123
1268,293,1253.5406,277.73917,1283.7778,309.96628
1611,548,1519.277,465.91263,1702.9695,631.45593
1340,447,1302.962,420.68167,1377.7948,474.96924
1188,660,1125.1342,613.9034,1252.0408,707.3035
329,318,293.7615,293.4705,364.71255,343.97525
1261,396,1231.411,375.46036,1291.6467,417.1258
324,828,245.93587,760.02075,403.31793,896.65814
996,666,931.89636,594.30206,1060.3496,739.64594
990,402,963.7853,378.9129,1017.95184,425.2612
1481,386,1453.2319,363.27924,1510.1932,409.42642
700,339,676.7677,323.2837,723.5084,356.2375
886,378,862.5482,357.50278,911.13135,399.60947
937,530,893.1418,478.2585,982.3871,582.2578
1387,358,1366.6761,341.47794,1407.8229,374.76562
1156,307,1143.2281,294.6902,1169.116,319.73895
962,342,943.6786,327.4008,981.631,358.16388
616,385,586.26196,353.83035,646.593,416.38913
981,302,967.17413,291.75897,994.89557,314.1727
938,291,923.2891,276.8391,954.0664,306.29178
1747,336,1703.1805,299.86356,1792.5306,373.38333
616,385,586.38275,353.91492,646.582,416.5897
937,530,893.12964,477.8736,982.09247,582.4417
1502,249,1475.018,226.58208,1529.6896,272.85156
992,265,970.3826,244.22221,1015.4845,287.46906
1178,1059,1080.433,1038.5771,1277.4296,1079.4823
1747,338,1703.0038,299.97476,1792.7344,376.46973
1747,337,1703.1947,299.1509,1792.37,375.4845
1275,295,1247.5605,270.03806,1303.6627,321.14084
1502,250,1474.9177,226.93898,1529.815,274.5204
760,307,744.72687,288.55884,777.2725,326.99854
791,300,771.9088,284.58566,811.6536,315.82196
760,307,744.72687,288.55884,777.2725,326.99854
992,265,970.3826,244.22221,1015.4845,287.46906
893,343,876.29407,325.0497,911.3307,361.43655
1326,217,1310.0444,208.04185,1343.2451,226.61235
760,307,744.72687,288.55884,777.2725,326.99854
792,301,772.29236,285.4124,811.9631,318.19952
791,301,771.38275,284.10162,811.90686,318.19107
938,291,923.2891,276.8391,954.0664,306.29178
324,828,246.16731,759.8002,403.0666,896.54474
889,360,865.01855,322.9455,913.07654,397.07364
1026,282,1013.4424,272.06644,1038.8905,293.19427
1396,870,1297.8387,799.06555,1495.9271,942.5539
1842,826,1763.8685,743.876,1920.5953,909.35583
1747,480,1701.4877,448.45795,1793.1731,513.08356
455,620,401.12717,577.1278,508.9034,663.3402
1582,418,1545.286,394.61472,1620.6333,441.72382
1463,386,1433.4805,366.02466,1492.9834,407.04037
1140,371,1115.8466,354.52896,1165.1708,388.69278
1218,371,1192.3429,350.39966,1244.2554,391.86276
367,312,334.58447,288.5528,399.51416,336.45993
728,322,705.4729,307.42767,750.7953,337.83624
976,285,962.18054,275.24966,991.7632,295.49023
1185,283,1172.0259,271.6427,1199.3358,295.14194
1398,361,1374.9559,346.79254,1422.259,375.6567
909,328,890.6915,311.76242,929.0266,344.92813
911,423,861.11597,355.16214,961.24524,491.33063
303,893,277.43604,852.26996,329.2553,935.13385
1335,353,1315.4067,335.15994,1354.595,372.2472
1154,314,1137.7592,302.40353,1170.5265,326.77344
911,422,861.1046,354.2334,961.06226,491.41254
560,217,542.8336,207.31091,577.2703,227.69638
940,375,919.3173,350.41946,961.53955,399.8467
1118,293,1105.741,282.4322,1131.3607,303.6225
910,328,891.3463,312.02945,929.1797,344.9968
1174,281,1151.2075,270.07578,1198.6146,293.41614
728,322,705.4729,307.42767,750.7953,337.83624
1258,285,1246.5591,274.6331,1270.8182,296.19745
1510,508,1447.925,444.02197,1573.9374,573.3677
1234,437,1200.071,410.26007,1269.2185,464.5778
1852,512,1797.7346,476.39835,1908.1737,549.40015
1219,375,1194.0984,356.39767,1245.8275,395.35617
936,509,896.6295,474.4933,976.6341,543.7947
476,568,428.66718,528.08124,525.32574,608.4414
1853,389,1809.3468,361.5976,1898.6204,417.11813
622,420,593.6352,397.66998,650.3677,444.02713
894,397,868.27637,376.00705,920.8736,418.62857
708,335,684.16974,318.15573,732.38617,352.92627
800,295,783.6169,283.6074,817.22217,308.00363
1159,325,1143.1305,308.8772,1175.7379,341.72586
1402,235,1385.4476,223.96826,1418.6643,246.89896
1001,293,987.71594,282.62018,1015.3737,304.45694
895,276,878.6664,264.32065,911.9294,289.0467
1240,261,1226.4447,249.77724,1254.5773,273.89346
1189,281,1174.4775,267.45227,1205.4519,295.35126
1115,297,1101.3461,284.64075,1129.8207,310.03906
895,276,878.6664,264.32065,911.9294,289.0467
895,276,878.6664,264.32065,911.9294,289.0467
1014,288,998.3639,278.2598,1030.6453,298.00137
1277,258,1254.9636,249.77774,1300.4707,267.96115
1071,270,1056.5596,260.19736,1086.4883,280.4482
1144,287,1132.0465,278.6658,1156.1708,297.05713
205,985,99.15973,894.5252,311.95612,1076.9087
1333,499,1286.4408,464.58728,1380.6652,534.99945
1662,700,1577.9973,643.14655,1746.0332,757.00806
655,390,628.7069,369.33142,681.9121,411.72427
976,554,925.89355,497.3044,1026.4612,611.9611
1891,765,1863.3274,716.3057,1919.5262,814.9864
1259,400,1231.5618,376.8379,1287.7181,423.508
888,392,863.3507,363.35107,914.12286,421.09082
950,367,927.17566,345.5567,973.3937,390.39404
921,305,905.82513,292.70328,936.8676,317.54312
1398,457,1353.0483,415.70682,1443.187,499.02408
1149,308,1132.7286,296.20255,1166.1713,321.71902
1800,484,1744.1593,441.08594,1857.5914,527.19434
977,348,958.19836,333.33737,997.3824,363.76022
740,318,719.4349,299.74014,761.6355,337.48978
1188,357,1165.8884,339.56796,1212.0562,376.1345
1514,389,1474.8546,357.47836,1553.4757,421.9054
1409,950,1377.472,902.1759,1441.0323,999.7658
1514,389,1475.1821,357.3396,1553.4014,422.2986
975,344,954.61334,325.1605,996.02875,364.03882
959,286,944.4307,276.36572,974.5236,295.80023
1397,457,1351.8511,415.87836,1443.6205,499.14432
1331,333,1311.4827,317.8255,1352.2922,350.02948
976,554,926.31683,497.5388,1026.7322,611.95605
965,319,948.2159,307.32748,983.41486,331.57245
740,318,719.4349,299.74014,761.6355,337.48978
999,289,986.2186,278.73688,1011.95636,300.61566
1800,484,1744.1038,440.75906,1857.7463,527.40265
1229,263,1209.239,246.0091,1249.2383,280.08524
1229,263,1209.239,246.0091,1249.2383,280.08524
712,190,699.3012,181.94502,725.1191,199.4424
1196,277,1182.833,263.45596,1209.7965,290.96808
1331,333,1310.2643,316.8496,1352.5254,349.98203
1334,492,1290.5793,458.62537,1378.6875,526.9959
581,458,545.7235,430.0432,617.08746,486.59494
1814,490,1756.6316,446.38312,1871.5906,534.54785
1166,385,1140.3654,363.27075,1192.8661,406.81348
1564,414,1530.9335,392.09695,1597.8641,437.47726
1502,395,1468.5142,370.07602,1536.8763,421.3109
1715,460,1669.6998,426.5615,1762.0206,494.64523
1772,347,1735.4183,322.23062,1808.7965,373.56482
1638,435,1599.7783,411.1307,1676.6215,460.83966
964,345,944.9207,328.00345,984.1751,362.39838
679,344,654.1817,324.30038,704.24896,365.5233
794,296,776.2896,282.4529,812.0106,310.0764
1591,287,1565.4,268.11633,1617.9446,307.09225
1253,381,1225.3811,353.25775,1282.1143,409.3085
909,313,891.5296,297.8664,927.5131,329.70428
1099,322,1084.3212,306.15335,1114.4457,338.49536
960,285,944.62164,274.37778,975.5667,297.44662
1463,373,1435.4166,351.46133,1492.2872,395.22232
1179,352,1161.0922,334.36896,1198.6442,370.18832
1380,355,1354.5397,337.24402,1406.3307,374.52832
1893,542,1868.252,510.8894,1919.7137,573.8312
1421,367,1401.7677,352.1102,1442.1165,383.04263
1196,280,1183.6361,267.9161,1208.7351,292.18723
993,294,977.53265,280.62967,1009.5553,308.32086
835,285,818.8283,274.79538,851.77844,297.15015
1149,300,1128.4827,278.55606,1169.9667,322.1809
1253,381,1224.9961,353.10657,1282.8824,408.90274
1121,294,1108.5797,281.71912,1133.9141,307.21622
1715,460,1669.1475,426.62036,1761.4692,494.71912
1137,302,1110.0394,281.16248,1165.845,323.66074
1266,305,1249.7965,286.32358,1283.1394,325.5363
1425,515,1406.8834,492.5706,1444.3715,537.53
1302,329,1284.8121,314.17923,1320.161,344.02362
1348,342,1329.8677,328.67157,1367.8025,356.39188
1432,233,1416.5582,220.95021,1449.2516,245.3617
993,294,977.53265,280.62967,1009.5553,308.32086
1331,334,1314.5057,323.1057,1349.4203,346.87842
1436,370,1400.149,351.3988,1472.6261,389.27643
1287,260,1269.2709,247.06912,1305.8767,273.3843
794,296,776.2896,282.4529,812.0106,310.0764
960,285,944.62164,274.37778,975.5667,297.44662
1259,263,1244.3179,251.46568,1274.539,276.01465
1355,415,1294.9344,361.26483,1415.808,469.42963
1145,364,1122.1776,342.80338,1168.2751,385.92645
1896,536,1870.0245,500.1241,1922.107,572.1583
907,314,885.9738,298.76575,929.1341,331.213
1629,275,1585.9182,235.3102,1673.6868,315.67563
1167,281,1153.256,268.72244,1181.6736,294.4503
1473,252,1449.2478,239.44655,1498.1298,265.5086
1281,308,1266.0834,296.86877,1297.3774,320.1671
999,264,976.56915,246.40294,1022.62994,282.52127
1121,280,1110.4637,270.05414,1133.4419,291.4327
842,281,826.82306,269.94583,857.2919,293.67184
897,273,880.5363,263.7827,913.4962,284.13565
1218,268,1208.3829,258.8373,1228.6818,279.00455
1341,213,1327.6172,203.25159,1355.2982,224.64305
1282,266,1257.6735,252.5088,1308.0559,281.21307
1629,275,1585.0665,235.7603,1672.9528,315.40195
996,299,980.87683,286.95544,1011.75854,312.0307
1265,261,1251.1357,250.52739,1279.419,272.2119
1313,209,1302.0444,200.66185,1324.9436,217.38548
1166,276,1151.836,259.4067,1182.1108,293.8033
1358,214,1339.0485,204.91101,1378.8848,224.39467
897,273,880.5363,263.7827,913.4962,284.13565
842,281,826.82306,269.94583,857.2919,293.67184
997,267,974.919,243.4147,1020.0085,291.82166
995,296,978.48505,284.58777,1012.4287,309.29056
1106,819,1004.664,691.2259,1209.0919,948.1593
461,616,405.37033,571.6424,517.2612,661.6071
1339,479,1293.5883,447.418,1384.9272,511.56168
288,314,252.50948,287.042,325.2034,340.9821
982,391,957.73285,370.14722,1008.0176,412.70676
1187,357,1166.4656,338.7215,1208.331,375.43347
1326,415,1288.7285,382.26517,1365.0436,449.2882
1464,375,1434.2017,351.0384,1494.0255,400.11472
1310,327,1291.9185,314.28848,1329.8743,341.2836
616,415,582.3535,379.14136,651.63477,451.56012
967,335,948.2103,319.45456,986.034,350.83276
984,654,926.7672,604.2124,1043.1497,705.4591
891,334,874.4557,319.68857,909.48364,349.4946
1627,418,1584.1919,383.71555,1671.6478,452.42328
1156,313,1143.6582,300.364,1170.2822,326.4344
984,654,926.42847,604.25775,1043.0587,705.14844
903,316,885.1662,298.82983,921.62854,333.39093
1378,348,1355.8802,333.27988,1401.1136,364.2162
1626,417,1583.168,383.58197,1670.3706,451.59448
1001,288,987.0472,275.98776,1015.83563,301.8856
937,287,919.98065,271.906,954.7276,303.05698
964,284,950.1008,271.5821,978.85925,298.1654
894,329,874.24023,310.114,915.20685,349.67184
1001,288,987.0472,275.98776,1015.83563,301.8856
937,287,919.98065,271.906,954.7276,303.05698
964,284,950.1008,271.5821,978.85925,298.1654
1273,300,1256.4049,287.60812,1291.2755,313.5997
1328,415,1289.6047,382.66574,1367.9883,448.86194
616,415,582.3535,379.14136,651.63477,451.56012
1104,319,1089.9724,304.61026,1118.9197,335.1938
1339,188,1321.7313,167.7412,1356.7131,208.84314
1339,188,1321.7313,167.7412,1356.7131,208.84314
1463,375,1433.7017,351.17447,1494.221,400.16428
1261,243,1243.8518,234.34935,1278.3743,252.17622
1504,527,1451.3964,484.1423,1556.8156,570.4776
1659,445,1617.6927,416.68106,1700.831,473.49335
893,442,862.4641,414.98758,923.7261,469.2099
1817,381,1770.9017,345.84348,1863.4121,417.2977
1154,314,1136.1094,298.6161,1172.3264,330.05072
1459,380,1428.6864,358.36038,1489.6805,402.33795
510,531,458.5979,477.43533,563.1975,585.6839
199,991,92.683784,905.8957,305.62204,1077.4454
1276,320,1259.468,305.5845,1294.3966,334.8338
510,531,458.05066,477.92667,563.2461,585.97034
198,991,91.937614,906.2778,305.40714,1077.4661
1123,288,1111.4689,278.43542,1135.2603,297.93475
199,991,92.250786,905.94653,305.75613,1077.1588
1459,380,1428.9739,358.24338,1490.051,401.91498
1769,626,1651.0005,526.3588,1888.4036,726.1465
922,503,883.73804,469.1257,960.6847,537.6002
405,237,350.16708,192.62202,460.15225,281.89423
1028,668,966.82916,614.7964,1090.3556,721.8406
511,536,466.27304,499.3221,557.56433,574.37177
1179,393,1151.9733,371.29385,1208.0009,415.35782
178,1002,76.409294,926.9424,281.06952,1077.5322
1032,482,994.05664,450.11847,1070.3306,515.7701
1628,689,1548.1677,630.37506,1709.3854,748.12305
1847,507,1785.4814,460.07416,1910.0057,555.4662
1412,361,1388.7917,343.05798,1435.3242,379.79123
884,344,864.8199,328.47745,905.14685,359.9499
747,315,725.7392,300.71484,768.8538,329.46567
613,398,581.0027,365.95822,645.36975,431.72437
938,284,922.69714,265.38504,954.118,303.41125
613,399,580.94,365.84787,645.4816,432.37912
1011,289,996.15826,277.35724,1027.794,301.30984
1008,291,993.7078,279.695,1023.1235,303.1023
1628,689,1548.2291,630.27716,1709.0021,748.401
1279,266,1255.2219,251.23273,1304.1215,282.63318
1264,308,1248.7749,296.95865,1280.3713,319.1727
938,284,922.69714,265.38504,954.118,303.41125
1179,483,1149.948,461.02005,1209.1224,506.6562
938,284,923.3508,265.47235,954.0927,303.50583
612,398,580.82947,366.236,645.1571,431.57376
1245,264,1232.1248,253.65672,1258.0836,274.6701
178,1002,76.404175,927.0038,280.48428,1078.112
1288,405,1256.4081,382.36063,1320.9337,429.5928
945,472,877.8137,378.1014,1013.759,566.69464
407,234,352.09128,189.20079,463.30576,280.56235
523,514,483.0161,481.50577,564.3159,547.81433
1710,457,1665.4965,428.5439,1756.3451,486.87308
1166,390,1140.2146,368.2001,1193.6104,413.26236
675,356,649.2972,337.04388,701.62506,376.68567
844,283,828.76825,271.34116,859.77515,294.9368
784,292,766.0937,278.00345,802.3758,307.80664
1121,286,1105.9275,273.89722,1136.216,299.26352
1151,304,1132.8027,287.7065,1170.5232,322.26028
784,292,766.0937,278.00345,802.3758,307.80664
916,270,902.38837,261.043,930.9319,280.01736
1120,282,1104.2455,267.06784,1136.7241,297.5796
1206,272,1192.9009,258.01413,1221.049,286.9693
1186,278,1172.3757,266.0594,1199.97,290.25894
844,283,828.76825,271.34116,859.77515,294.9368
1204,275,1187.9635,261.93964,1220.1792,288.68094
1287,260,1263.9575,243.00473,1311.1376,278.63202
1287,260,1263.9575,243.00473,1311.1376,278.63202
1154,284,1133.3739,265.34378,1176.5149,302.88657
1198,273,1177.8594,257.3718,1219.7567,289.18454
1266,257,1250.9982,244.17145,1282.2084,269.87973
181,1024,58.37356,969.3248,303.70892,1078.885
1734,465,1688.919,433.06778,1779.8563,498.01785
1435,562,1374.5859,517.68646,1496.396,608.00165
933,540,887.5764,497.58643,978.8218,583.2889
406,238,350.0908,193.14352,462.57822,283.75107
907,427,880.2597,402.63028,934.1914,451.49017
1283,408,1250.102,382.20197,1316.7927,434.54868
652,357,625.41656,335.13773,680.3403,380.19144
1522,397,1490.5856,374.63895,1554.9175,420.3058
623,398,594.1639,372.22446,652.62177,425.7635
1883,535,1847.2107,497.90677,1918.9742,572.7823
957,358,936.71893,339.94104,979.0831,376.21555
1173,338,1152.7739,321.82568,1194.5565,356.09973
748,313,728.1039,298.2749,768.93787,329.68683
1098,326,1083.3739,308.84305,1114.3418,343.2509
1311,330,1291.2472,312.23273,1330.9032,348.02902
839,286,822.2278,273.8671,857.5926,299.58994
882,377,857.45135,352.19385,907.0987,402.95135
1374,351,1352.6396,333.56113,1396.3812,368.72818
973,325,954.7712,310.04874,992.74756,340.28592
904,272,886.833,259.08124,922.732,286.181
911,316,894.88336,298.48804,928.9247,335.23462
904,272,886.833,259.08124,922.732,286.181
976,320,958.0204,303.01828,994.2033,338.1778
912,317,895.6252,299.30923,928.7055,334.8838
1016,286,1001.95197,275.0263,1031.5602,298.3498
876,470,863.3259,444.44925,890.2499,495.96478
839,287,821.6534,274.079,857.7723,300.1783
981,284,966.62646,272.19257,996.37335,297.20612
1288,261,1270.835,251.51132,1305.6431,271.13498
1311,330,1291.2472,312.23273,1330.9032,348.02902
1169,274,1151.8422,261.554,1186.7913,287.48843
1124,281,1108.825,268.10925,1139.2501,294.05127
1884,535,1847.951,497.44852,1920.5747,573.71893
1233,264,1219.1123,253.06636,1248.6627,275.0529
1696,585,1575.5508,486.95148,1816.8848,683.9659
1481,603,1417.4218,555.90894,1545.0028,650.3709
1193,665,1131.2161,617.1433,1256.045,714.05457
1789,495,1738.9594,460.30347,1839.9908,530.43225
1295,474,1252.2009,442.50684,1339.1132,505.81674
1012,464,977.2804,435.54504,1046.802,492.7842
1570,414,1535.2631,390.57028,1605.1287,438.23428
1055,802,976.78296,735.3431,1133.6136,869.9965
1457,381,1429.9901,361.29865,1484.9049,400.94525
234,927,130.57724,815.8044,339.14847,1040.0472
406,238,349.93878,192.53778,463.27362,284.20212
933,490,895.47363,450.22876,971.04565,530.73254
335,338,298.1845,312.15332,372.88202,365.76236
1660,315,1626.6453,292.89722,1693.398,338.6442
906,331,889.1066,316.82977,924.2773,345.5425
949,565,899.60864,510.9666,998.60724,619.309
949,565,899.601,511.5132,999.153,619.57947
1013,287,1000.54517,275.70047,1026.5941,298.9887
595,213,577.85675,203.30571,612.18787,223.489
1161,324,1144.5751,308.89505,1178.0468,341.04312
939,294,923.5427,280.83368,955.5853,308.4808
968,333,944.3133,289.54868,993.06604,376.7249
1236,269,1222.8477,258.41803,1249.3577,279.60962
939,294,923.5427,280.83368,955.5853,308.4808
933,490,895.17865,450.3909,971.1154,530.48663
405,238,348.9445,192.96635,462.98657,283.99686
967,333,943.33527,291.35175,991.56555,376.09918
1055,802,976.2657,735.02344,1133.887,870.1528
1161,323,1144.3279,307.399,1178.8137,340.5945
1170,284,1155.2578,275.42038,1186.3584,293.5658
961,328,929.0592,282.1139,993.5257,374.46317
234,928,129.38484,816.0758,339.48196,1040.3994
422,679,362.77408,630.1714,481.47296,727.9212
1741,468,1692.1787,434.4596,1790.2289,503.51877
1241,361,1193.1458,305.1707,1290.6693,418.72522
587,422,542.28467,373.98108,633.6166,471.33282
1040,826,962.5377,759.9694,1118.1943,893.2997
406,241,350.4588,192.91504,463.28537,289.49905
987,282,972.7645,271.52115,1001.61115,293.18692
1883,397,1847.3488,358.1757,1919.373,437.73816
1127,357,1104.2454,339.0281,1151.5818,376.463
825,292,808.5254,280.05975,842.7366,305.88242
1425,237,1402.3704,223.86867,1447.6359,250.73463
1736,345,1694.0125,310.81604,1779.0924,379.7543
1113,295,1099.2009,283.96857,1127.4102,306.2933
1163,289,1146.3055,276.53598,1180.4467,301.9694
715,329,691.2124,306.8463,740.47363,351.4432
1736,344,1693.9181,310.69562,1778.9388,379.14395
1202,274,1183.3987,260.53287,1222.177,289.41922
1208,276,1193.8136,262.8325,1222.9456,290.15433
1883,397,1847.5087,357.06635,1918.9662,437.8359
715,329,691.2124,306.8463,740.47363,351.4432
1306,215,1293.7611,205.69664,1319.5238,224.8731
825,292,808.5254,280.05975,842.7366,305.88242
891,404,863.5112,381.12766,919.9012,428.47766
1278,264,1256.4011,253.51987,1300.1805,275.8932
1015,281,999.6818,272.54395,1032.0281,290.42416
1736,345,1693.7262,310.7215,1778.6313,379.53632
1039,826,961.3064,759.2419,1117.5754,893.0118
406,241,349.74298,192.71797,462.86948,289.42108
715,329,691.2124,306.8463,740.47363,351.4432
1336,216,1317.0393,206.44702,1356.875,226.12277
1242,362,1193.9744,305.11536,1290.458,418.9724
987,281,972.57227,270.47308,1001.6379,293.4078
1028,279,1017.6282,270.89383,1039.5485,288.29953
1179,280,1148.2759,264.51318,1210.6624,295.88678
1272,456,1233.0254,425.5351,1311.796,488.3314
1379,540,1325.1384,502.8008,1433.1157,579.00134
538,492,498.98972,460.53232,577.2167,525.0486
1493,390,1463.7565,369.18503,1522.9746,411.81152
884,406,858.80817,383.4526,911.0201,429.69238
1559,526,1477.3705,457.57242,1642.5127,596.2292
1193,406,1164.2562,382.92896,1221.8993,430.49014
941,580,894.127,538.3086,989.7316,623.54126
1416,371,1389.0227,354.36792,1444.7532,387.9169
925,306,910.29425,295.29144,941.09186,317.66214
894,325,877.21405,310.27097,911.57965,339.7544
1848,516,1782.753,477.57315,1913.4515,555.65704
866,278,848.22406,263.11588,884.85986,293.60767
737,322,717.8536,306.93396,757.49677,338.37418
738,322,718.0226,307.1329,758.1483,338.61606
1847,516,1783.1301,478.02414,1911.1155,555.618
866,278,848.22406,263.11588,884.85986,293.60767
925,306,910.29425,295.29144,941.09186,317.66214
1059,270,1045.932,260.25934,1073.3733,281.4743
1164,278,1149.8016,265.324,1178.6141,292.20792
1025,282,1008.82,275.6496,1041.2017,289.54434
893,324,876.41345,309.1833,910.0582,339.559
866,278,848.22406,263.11588,884.85986,293.60767
1265,308,1247.5447,297.17557,1283.085,319.70108
1423,546,1363.1415,494.42236,1484.1556,598.73846
1562,427,1525.2709,400.3452,1600.4054,453.7336
1660,439,1616.6731,408.7969,1704.6722,470.85947
473,590,421.27014,547.5861,525.25476,633.2262
1626,573,1559.0143,519.42365,1693.3145,627.394
926,475,889.3563,432.06036,962.776,518.9883
902,415,873.1346,388.43124,932.783,441.6189
1105,307,1091.6072,295.23846,1120.0549,320.7012
1267,393,1235.569,365.5349,1299.6046,420.65384
930,300,913.3239,284.32455,947.16437,317.41507
981,305,964.69366,288.45294,999.1829,322.95825
1380,354,1357.3848,337.89856,1403.4811,370.70737
944,586,925.2658,552.66077,963.89667,619.55365
865,282,850.3626,270.53665,880.8186,294.07928
1221,265,1211.2267,258.7925,1231.0276,272.22495
1626,573,1559.1913,519.4708,1693.5908,627.4004
974,272,955.4799,253.92882,993.0647,291.94968
1167,290,1153.8643,280.3698,1181.6287,300.15182
1267,392,1235.6111,365.00784,1299.879,420.5912
865,282,850.3626,270.53665,880.8186,294.07928
1282,315,1266.3002,301.1697,1297.7347,330.456
974,272,955.4799,253.92882,993.0647,291.94968
981,305,964.69366,288.45294,999.1829,322.95825
1108,305,1094.0144,292.6237,1122.3226,318.01874
610,430,575.071,400.33942,646.08057,460.41156
698,328,669.7479,292.32657,727.52435,365.43466
915,445,884.5451,418.0373,946.6061,473.73074
1348,420,1300.1339,369.48584,1396.1372,472.22177
483,539,431.00034,484.84598,535.0721,594.2159
939,297,921.3672,283.0362,958.2548,312.88092
975,370,952.0243,347.6733,998.4538,392.44693
1159,322,1140.4717,301.84268,1178.9038,343.0783
967,327,949.2326,308.88275,985.9529,345.58273
1110,338,1092.0991,322.8951,1128.7405,354.81445
1218,272,1205.0062,259.77286,1232.3826,284.56082
975,370,952.0884,348.15146,998.64276,392.4789
1159,322,1140.4717,301.84268,1178.9038,343.0783
483,539,431.00208,484.80478,535.1046,595.00916
1281,273,1257.9344,256.08075,1305.3928,290.7061
996,301,982.315,289.30606,1010.472,312.8319
970,282,956.97064,269.3174,983.4512,296.3248
939,297,921.1623,283.05264,957.42584,312.7089
1179,276,1169.856,262.48282,1188.439,289.8949
1186,272,1171.7487,259.01538,1201.101,286.04254
1015,702,952.15,646.12994,1079.2561,759.2399
1530,513,1470.0043,448.23685,1591.441,578.63354
1399,546,1343.7784,506.57263,1454.4045,585.624
1116,570,1061.7023,526.2328,1170.333,614.2415
1221,1029,1118.0491,979.10223,1325.7955,1079.5193
95,433,44.407417,397.2063,146.0804,469.4057
1217,419,1184.6425,390.1043,1251.3427,447.99796
932,506,892.924,471.74915,971.548,541.7502
519,539,468.41217,493.32474,569.8477,585.14355
1610,422,1570.8771,393.13193,1649.414,451.0055
1244,710,1168.9963,645.7749,1320.0836,774.5623
649,390,622.58966,366.33072,677.22864,414.88226
